"Number","Date-Time","Temp(°C)","Salinity(psu)","Conduct(mS/cm)","Velocity(m/sec)"
52,"29-04-2025 01:30:00",19.57,0.01,0.01,1480.4
53,"29-04-2025 02:00:00",19.54,0.01,0.01,1480.3
54,"29-04-2025 02:30:00",19.57,0.01,0.01,1480.4
55,"29-04-2025 03:00:00",19.6,0.01,0.01,1480.49
56,"29-04-2025 03:30:00",19.63,0.01,0.01,1480.58
57,"29-04-2025 04:00:00",19.66,0.01,0.01,1480.67
58,"29-04-2025 04:30:00",19.69,0.01,0.01,1480.77
59,"29-04-2025 05:00:00",19.74,0.01,0.01,1480.95
60,"29-04-2025 05:30:00",19.83,0.01,0,1481.23
61,"29-04-2025 06:00:00",19.83,0.01,0.01,1481.23
62,"29-04-2025 06:30:00",19.8,0.01,0.01,1481.14
63,"29-04-2025 07:00:00",19.77,0.01,0.01,1481.05
64,"29-04-2025 07:30:00",19.74,0.01,0.01,1480.95
65,"29-04-2025 08:00:00",19.74,0.01,0.01,1480.95
66,"29-04-2025 08:30:00",19.71,0.01,0.01,1480.86
67,"29-04-2025 09:00:00",19.69,0.01,0.01,1480.77
68,"29-04-2025 09:30:00",19.69,0.01,0.01,1480.77
69,"29-04-2025 10:00:00",19.66,0.01,0.01,1480.67
70,"29-04-2025 10:30:00",19.69,0.01,0,1480.77
71,"29-04-2025 11:00:00",19.71,0.01,0.01,1480.86
72,"29-04-2025 11:30:00",19.8,0.01,0.01,1481.14
73,"29-04-2025 12:00:00",19.89,0.01,0.01,1481.42
74,"29-04-2025 12:30:00",19.95,0.01,0.01,1481.6
75,"29-04-2025 13:00:00",20.01,0.01,0.01,1481.78
76,"29-04-2025 13:30:00",20.01,0.01,0.01,1481.78
77,"29-04-2025 14:00:00",20.01,0.01,0.01,1481.78
78,"29-04-2025 14:30:00",20.04,0.01,0.01,1481.88
79,"29-04-2025 15:00:00",20.01,0.01,0.01,1481.78
80,"29-04-2025 15:30:00",20.01,0.01,0.01,1481.78
81,"29-04-2025 16:00:00",19.98,0.01,0.01,1481.69
82,"29-04-2025 16:30:00",19.98,0.01,0.01,1481.69
83,"29-04-2025 17:00:00",19.95,0.01,0.01,1481.6
84,"29-04-2025 17:30:00",19.95,0.01,0.01,1481.6
85,"29-04-2025 18:00:00",19.92,0.01,0.01,1481.51
86,"29-04-2025 18:30:00",19.89,0.01,0.01,1481.42
87,"29-04-2025 19:00:00",19.86,0.01,0.01,1481.32
88,"29-04-2025 19:30:00",19.8,0.01,0.01,1481.14
89,"29-04-2025 20:00:00",19.74,0.01,0.01,1480.95
90,"29-04-2025 20:30:00",19.74,0.01,0.01,1480.95
91,"29-04-2025 21:00:00",19.77,0.01,0.01,1481.05
92,"29-04-2025 21:30:00",19.77,0.01,0,1481.04
93,"29-04-2025 22:00:00",19.74,0.01,0.01,1480.95
94,"29-04-2025 22:30:00",19.71,0.01,0.01,1480.86
95,"29-04-2025 23:00:00",19.66,0.01,0.01,1480.67
96,"29-04-2025 23:30:00",19.6,0.01,0.01,1480.49
97,"30-04-2025 00:00:00",19.51,0.01,0.01,1480.21
98,"30-04-2025 00:30:00",19.42,0.01,0.01,1479.93
99,"30-04-2025 01:00:00",19.36,0.01,0.01,1479.74
100,"30-04-2025 01:30:00",19.27,0.01,0.01,1479.46
101,"30-04-2025 02:00:00",19.24,0.01,0.01,1479.37
102,"30-04-2025 02:30:00",19.18,0.01,0.01,1479.18
103,"30-04-2025 03:00:00",19.12,0.01,0.01,1478.99
104,"30-04-2025 03:30:00",19.09,0.01,0.01,1478.89
105,"30-04-2025 04:00:00",19.09,0.01,0.01,1478.89
106,"30-04-2025 04:30:00",19.12,0.01,0.01,1478.99
107,"30-04-2025 05:00:00",19.18,0.01,0.01,1479.18
108,"30-04-2025 05:30:00",19.21,0.01,0.01,1479.27
109,"30-04-2025 06:00:00",19.3,0.01,0.01,1479.55
110,"30-04-2025 06:30:00",19.39,0.01,0.01,1479.84
111,"30-04-2025 07:00:00",19.48,0.01,0.01,1480.12
112,"30-04-2025 07:30:00",19.57,0.01,0.01,1480.4
113,"30-04-2025 08:00:00",19.66,0.01,0.01,1480.67
114,"30-04-2025 08:30:00",19.71,0.01,0,1480.86
115,"30-04-2025 09:00:00",20.13,0.01,0.01,1482.15
116,"30-04-2025 09:30:00",20.39,0.01,0.01,1482.97
117,"30-04-2025 10:00:00",20.51,0.01,0.01,1483.34
118,"30-04-2025 10:30:00",20.6,0.01,0.01,1483.61
119,"30-04-2025 11:00:00",20.66,0.01,0.01,1483.79
120,"30-04-2025 11:30:00",20.72,0.01,0.01,1483.97
121,"30-04-2025 12:00:00",20.78,0.01,0.01,1484.15
122,"30-04-2025 12:30:00",20.81,0.01,0.01,1484.24
123,"30-04-2025 13:00:00",20.87,0.01,0.01,1484.42
124,"30-04-2025 13:30:00",20.89,0.01,0.01,1484.51
125,"30-04-2025 14:00:00",20.92,0.01,0.01,1484.59
126,"30-04-2025 14:30:00",20.95,0.01,0.01,1484.68
127,"30-04-2025 15:00:00",20.95,0.01,0.01,1484.68
128,"30-04-2025 15:30:00",20.98,0.01,0.01,1484.77
129,"30-04-2025 16:00:00",21.01,0.01,0.01,1484.86
130,"30-04-2025 16:30:00",21.04,0.01,0.01,1484.95
131,"30-04-2025 17:00:00",21.1,0.01,0.01,1485.13
132,"30-04-2025 17:30:00",21.19,0.01,0.01,1485.4
133,"30-04-2025 18:00:00",21.28,0.01,0.01,1485.66
134,"30-04-2025 18:30:00",21.36,0.01,0.01,1485.93
135,"30-04-2025 19:00:00",21.42,0.01,0.01,1486.1
136,"30-04-2025 19:30:00",21.45,0.01,0.01,1486.19
137,"30-04-2025 20:00:00",21.48,0.01,0.01,1486.28
138,"30-04-2025 20:30:00",21.6,0.01,0.01,1486.63
139,"30-04-2025 21:00:00",21.72,0.01,0.01,1486.98
140,"30-04-2025 21:30:00",21.8,0.01,0.01,1487.24
141,"30-04-2025 22:00:00",21.66,0.01,0.01,1486.81
142,"30-04-2025 22:30:00",21.36,0.01,0.01,1485.93
143,"30-04-2025 23:00:00",21.07,0.01,0.01,1485.04
144,"30-04-2025 23:30:00",20.84,0.01,0.01,1484.33
145,"01-05-2025 00:00:00",20.66,0.01,0.01,1483.79
146,"01-05-2025 00:30:00",20.51,0.01,0.01,1483.34
147,"01-05-2025 01:00:00",20.36,0.01,0.01,1482.88
148,"01-05-2025 01:30:00",20.22,0.01,0.01,1482.43
149,"01-05-2025 02:00:00",20.1,0.01,0,1482.06
150,"01-05-2025 02:30:00",19.98,0.01,0.01,1481.69
151,"01-05-2025 03:00:00",19.92,0.01,0.01,1481.51
152,"01-05-2025 03:30:00",19.86,0.01,0.01,1481.32
153,"01-05-2025 04:00:00",19.86,0.01,0.01,1481.32
154,"01-05-2025 04:30:00",19.86,0.01,0.01,1481.32
155,"01-05-2025 05:00:00",19.89,0.01,0.01,1481.42
156,"01-05-2025 05:30:00",19.98,0.01,0.01,1481.69
157,"01-05-2025 06:00:00",20.04,0.01,0.01,1481.88
158,"01-05-2025 06:30:00",20.13,0.01,0.01,1482.15
159,"01-05-2025 07:00:00",20.19,0.01,0.01,1482.33
160,"01-05-2025 07:30:00",20.25,0.01,0.01,1482.52
161,"01-05-2025 08:00:00",20.31,0.01,0.01,1482.7
162,"01-05-2025 08:30:00",20.39,0.01,0,1482.97
163,"01-05-2025 09:00:00",20.45,0.01,0.01,1483.15
164,"01-05-2025 09:30:00",20.57,0.01,0.01,1483.52
165,"01-05-2025 10:00:00",20.72,0.01,0.01,1483.97
166,"01-05-2025 10:30:00",20.89,0.01,0.01,1484.51
167,"01-05-2025 11:00:00",21.1,0.01,0.01,1485.13
168,"01-05-2025 11:30:00",21.34,0.01,0.01,1485.84
169,"01-05-2025 12:00:00",21.57,0.01,0.01,1486.54
170,"01-05-2025 12:30:00",21.75,0.01,0.01,1487.07
171,"01-05-2025 13:00:00",21.92,0.01,0.01,1487.59
172,"01-05-2025 13:30:00",22.04,0.01,0.01,1487.94
173,"01-05-2025 14:00:00",22.13,0.01,0.01,1488.2
174,"01-05-2025 14:30:00",22.18,0.01,0.01,1488.37
175,"01-05-2025 15:00:00",22.24,0.01,0.01,1488.54
176,"01-05-2025 15:30:00",22.3,0.01,0.01,1488.71
177,"01-05-2025 16:00:00",22.36,0.01,0.01,1488.89
178,"01-05-2025 16:30:00",22.45,0.01,0.01,1489.14
179,"01-05-2025 17:00:00",22.51,0.01,0.01,1489.31
180,"01-05-2025 17:30:00",22.59,0.01,0.01,1489.57
181,"01-05-2025 18:00:00",22.71,0.01,0.01,1489.91
182,"01-05-2025 18:30:00",22.77,0.01,0.01,1490.08
183,"01-05-2025 19:00:00",22.8,0.01,0.01,1490.16
184,"01-05-2025 19:30:00",22.8,0.01,0.01,1490.16
185,"01-05-2025 20:00:00",22.8,0.01,0.01,1490.16
186,"01-05-2025 20:30:00",22.83,0.01,0.01,1490.25
187,"01-05-2025 21:00:00",22.92,0.01,0.01,1490.5
188,"01-05-2025 21:30:00",23,0.01,0.01,1490.76
189,"01-05-2025 22:00:00",23.12,0.01,0.01,1491.09
190,"01-05-2025 22:30:00",23.24,0.01,0.01,1491.43
191,"01-05-2025 23:00:00",23.27,0.01,0.01,1491.51
192,"01-05-2025 23:30:00",23.27,0.01,0.01,1491.51
193,"02-05-2025 00:00:00",23.21,0.01,0.01,1491.34
194,"02-05-2025 00:30:00",23.15,0.01,0.01,1491.18
195,"02-05-2025 01:00:00",23.03,0.01,0.01,1490.84
196,"02-05-2025 01:30:00",22.94,0.01,0.01,1490.59
197,"02-05-2025 02:00:00",22.83,0.01,0.01,1490.25
198,"02-05-2025 02:30:00",22.71,0.01,0.01,1489.91
199,"02-05-2025 03:00:00",22.62,0.01,0.01,1489.66
200,"02-05-2025 03:30:00",22.51,0.01,0.01,1489.31
201,"02-05-2025 04:00:00",22.39,0.01,0.01,1488.97
202,"02-05-2025 04:30:00",22.27,0.01,0.01,1488.63
203,"02-05-2025 05:00:00",22.16,0.01,0.01,1488.28
204,"02-05-2025 05:30:00",22.07,0.01,0.01,1488.02
205,"02-05-2025 06:00:00",21.95,0.01,0.01,1487.68
206,"02-05-2025 06:30:00",21.86,0.01,0.01,1487.42
207,"02-05-2025 07:00:00",21.75,0.01,0.01,1487.07
208,"02-05-2025 07:30:00",21.36,0.01,0.01,1485.93
209,"02-05-2025 08:00:00",20.84,0.01,0.01,1484.33
210,"02-05-2025 08:30:00",20.54,0.01,0.01,1483.43
211,"02-05-2025 09:00:00",20.42,0.01,0.01,1483.06
212,"02-05-2025 09:30:00",20.42,0.01,0.01,1483.06
213,"02-05-2025 10:00:00",20.51,0.01,0.01,1483.34
214,"02-05-2025 10:30:00",20.6,0.01,0.01,1483.61
215,"02-05-2025 11:00:00",20.72,0.01,0.01,1483.97
216,"02-05-2025 11:30:00",20.87,0.01,0.01,1484.42
217,"02-05-2025 12:00:00",21.01,0.01,0.01,1484.86
218,"02-05-2025 12:30:00",21.16,0.01,0.01,1485.31
219,"02-05-2025 13:00:00",21.34,0.01,0.01,1485.84
220,"02-05-2025 13:30:00",21.51,0.01,0.01,1486.37
221,"02-05-2025 14:00:00",21.6,0.01,0.01,1486.63
222,"02-05-2025 14:30:00",21.72,0.01,0.01,1486.98
223,"02-05-2025 15:00:00",21.83,0.01,0.01,1487.33
224,"02-05-2025 15:30:00",21.92,0.01,0.01,1487.59
225,"02-05-2025 16:00:00",21.89,0.01,0.01,1487.5
226,"02-05-2025 16:30:00",21.8,0.01,0.01,1487.24
227,"02-05-2025 17:00:00",21.75,0.01,0.01,1487.07
228,"02-05-2025 17:30:00",21.69,0.01,0.01,1486.89
229,"02-05-2025 18:00:00",21.66,0.01,0.01,1486.81
230,"02-05-2025 18:30:00",21.6,0.01,0.01,1486.63
231,"02-05-2025 19:00:00",21.57,0.01,0.01,1486.54
232,"02-05-2025 19:30:00",21.57,0.01,0.01,1486.54
233,"02-05-2025 20:00:00",21.57,0.01,0.01,1486.54
234,"02-05-2025 20:30:00",21.54,0.01,0.01,1486.46
235,"02-05-2025 21:00:00",21.42,0.01,0.01,1486.1
236,"02-05-2025 21:30:00",21.36,0.01,0.01,1485.93
237,"02-05-2025 22:00:00",21.42,0.01,0.01,1486.1
238,"02-05-2025 22:30:00",21.51,0.01,0.01,1486.37
239,"02-05-2025 23:00:00",21.57,0.01,0.01,1486.54
240,"02-05-2025 23:30:00",21.6,0.01,0.01,1486.63
241,"03-05-2025 00:00:00",21.6,0.01,0.01,1486.63
242,"03-05-2025 00:30:00",21.6,0.01,0.01,1486.63
243,"03-05-2025 01:00:00",21.63,0.01,0.01,1486.72
244,"03-05-2025 01:30:00",21.66,0.01,0.01,1486.81
245,"03-05-2025 02:00:00",21.66,0.01,0.01,1486.81
246,"03-05-2025 02:30:00",21.63,0.01,0.01,1486.72
247,"03-05-2025 03:00:00",21.57,0.01,0.01,1486.54
248,"03-05-2025 03:30:00",21.48,0.01,0.01,1486.28
249,"03-05-2025 04:00:00",21.36,0.01,0.01,1485.93
250,"03-05-2025 04:30:00",21.22,0.01,0.01,1485.49
251,"03-05-2025 05:00:00",21.07,0.01,0.01,1485.04
252,"03-05-2025 05:30:00",20.92,0.01,0.01,1484.59
253,"03-05-2025 06:00:00",20.75,0.01,0.01,1484.06
254,"03-05-2025 06:30:00",20.63,0.01,0.01,1483.7
255,"03-05-2025 07:00:00",20.42,0.01,0.01,1483.06
256,"03-05-2025 07:30:00",20.28,0.01,0.01,1482.61
257,"03-05-2025 08:00:00",20.22,0.01,0.01,1482.43
258,"03-05-2025 08:30:00",20.19,0.01,0.01,1482.33
259,"03-05-2025 09:00:00",20.16,0.01,0.01,1482.24
260,"03-05-2025 09:30:00",20.13,0.01,0.01,1482.15
261,"03-05-2025 10:00:00",20.13,0.01,0.01,1482.15
262,"03-05-2025 10:30:00",20.19,0.01,0.01,1482.33
263,"03-05-2025 11:00:00",20.25,0.01,0.01,1482.52
264,"03-05-2025 11:30:00",20.34,0.01,0.01,1482.79
265,"03-05-2025 12:00:00",20.39,0.01,0.01,1482.97
266,"03-05-2025 12:30:00",20.42,0.01,0.01,1483.06
267,"03-05-2025 13:00:00",20.45,0.01,0.01,1483.15
268,"03-05-2025 13:30:00",20.45,0.01,0.01,1483.15
269,"03-05-2025 14:00:00",20.36,0.01,0.01,1482.88
270,"03-05-2025 14:30:00",20.31,0.01,0.01,1482.7
271,"03-05-2025 15:00:00",20.31,0.01,0,1482.7
272,"03-05-2025 15:30:00",20.28,0.01,0.01,1482.61
273,"03-05-2025 16:00:00",20.36,0.01,0.01,1482.88
274,"03-05-2025 16:30:00",20.48,0.01,0.01,1483.24
275,"03-05-2025 17:00:00",20.63,0.01,0.01,1483.7
276,"03-05-2025 17:30:00",20.78,0.01,0.01,1484.15
277,"03-05-2025 18:00:00",20.87,0.01,0.01,1484.42
278,"03-05-2025 18:30:00",20.89,0.01,0.01,1484.51
279,"03-05-2025 19:00:00",21.01,0.01,0.01,1484.86
280,"03-05-2025 19:30:00",21.16,0.01,0.01,1485.31
281,"03-05-2025 20:00:00",21.28,0.01,0.01,1485.66
282,"03-05-2025 20:30:00",21.36,0.01,0.01,1485.93
283,"03-05-2025 21:00:00",21.31,0.01,0.01,1485.75
284,"03-05-2025 21:30:00",21.25,0.01,0.01,1485.57
285,"03-05-2025 22:00:00",21.25,0.01,0.01,1485.57
286,"03-05-2025 22:30:00",21.19,0.01,0.01,1485.4
287,"03-05-2025 23:00:00",21.19,0.01,0.01,1485.4
288,"03-05-2025 23:30:00",21.19,0.01,0.01,1485.4
289,"04-05-2025 00:00:00",21.25,0.01,0.01,1485.57
290,"04-05-2025 00:30:00",21.28,0.01,0.01,1485.66
291,"04-05-2025 01:00:00",21.25,0.01,0.01,1485.57
292,"04-05-2025 01:30:00",21.19,0.01,0.01,1485.4
293,"04-05-2025 02:00:00",21.1,0.01,0.01,1485.13
294,"04-05-2025 02:30:00",20.98,0.01,0.01,1484.77
295,"04-05-2025 03:00:00",20.84,0.01,0.01,1484.33
296,"04-05-2025 03:30:00",20.66,0.01,0.01,1483.79
297,"04-05-2025 04:00:00",20.48,0.01,0.01,1483.24
298,"04-05-2025 04:30:00",20.28,0.01,0,1482.61
299,"04-05-2025 05:00:00",20.13,0.01,0.01,1482.15
300,"04-05-2025 05:30:00",20.01,0.01,0.01,1481.78
301,"04-05-2025 06:00:00",19.86,0.01,0.01,1481.32
302,"04-05-2025 06:30:00",19.77,0.01,0.01,1481.05
303,"04-05-2025 07:00:00",19.71,0.01,0.01,1480.86
304,"04-05-2025 07:30:00",19.74,0.01,0.01,1480.95
305,"04-05-2025 08:00:00",19.8,0.01,0.01,1481.14
306,"04-05-2025 08:30:00",19.83,0.01,0.01,1481.23
307,"04-05-2025 09:00:00",19.8,0.01,0,1481.14
308,"04-05-2025 09:30:00",19.77,0.01,0.01,1481.05
309,"04-05-2025 10:00:00",19.77,0.01,0.01,1481.05
310,"04-05-2025 10:30:00",19.92,0.01,0.01,1481.51
311,"04-05-2025 11:00:00",20.04,0.01,0.01,1481.88
312,"04-05-2025 11:30:00",20.07,0.01,0.01,1481.97
313,"04-05-2025 12:00:00",20.13,0.01,0.01,1482.15
314,"04-05-2025 12:30:00",20.22,0.01,0.01,1482.43
315,"04-05-2025 13:00:00",20.36,0.01,0.01,1482.88
316,"04-05-2025 13:30:00",20.6,0.01,0.01,1483.61
317,"04-05-2025 14:00:00",20.89,0.01,0.01,1484.51
318,"04-05-2025 14:30:00",21.1,0.01,0.01,1485.13
319,"04-05-2025 15:00:00",21.22,0.01,0.01,1485.49
320,"04-05-2025 15:30:00",21.31,0.01,0.01,1485.75
321,"04-05-2025 16:00:00",21.36,0.01,0.01,1485.93
322,"04-05-2025 16:30:00",21.42,0.01,0.01,1486.1
323,"04-05-2025 17:00:00",21.48,0.01,0.01,1486.28
324,"04-05-2025 17:30:00",21.54,0.01,0.01,1486.46
325,"04-05-2025 18:00:00",21.6,0.01,0.01,1486.63
326,"04-05-2025 18:30:00",21.6,0.01,0.01,1486.63
327,"04-05-2025 19:00:00",21.63,0.01,0.01,1486.72
328,"04-05-2025 19:30:00",21.63,0.01,0.01,1486.72
329,"04-05-2025 20:00:00",21.66,0.01,0.01,1486.81
330,"04-05-2025 20:30:00",21.66,0.01,0.01,1486.81
331,"04-05-2025 21:00:00",21.63,0.01,0.01,1486.72
332,"04-05-2025 21:30:00",21.57,0.01,0.01,1486.54
333,"04-05-2025 22:00:00",21.51,0.01,0.01,1486.37
334,"04-05-2025 22:30:00",21.42,0.01,0.01,1486.1
335,"04-05-2025 23:00:00",21.31,0.01,0.01,1485.75
336,"04-05-2025 23:30:00",21.16,0.01,0.01,1485.31
337,"05-05-2025 00:00:00",21.01,0.01,0.01,1484.86
338,"05-05-2025 00:30:00",20.87,0.01,0.01,1484.42
339,"05-05-2025 01:00:00",20.69,0.01,0,1483.88
340,"05-05-2025 01:30:00",20.54,0.01,0,1483.42
341,"05-05-2025 02:00:00",20.39,0.01,0.01,1482.97
342,"05-05-2025 02:30:00",20.25,0.01,0.01,1482.52
343,"05-05-2025 03:00:00",20.1,0.01,0.01,1482.06
344,"05-05-2025 03:30:00",19.98,0.01,0.01,1481.69
345,"05-05-2025 04:00:00",19.86,0.01,0.01,1481.32
346,"05-05-2025 04:30:00",19.74,0.01,0.01,1480.95
347,"05-05-2025 05:00:00",19.69,0.01,0.01,1480.77
348,"05-05-2025 05:30:00",19.66,0.01,0.01,1480.67
349,"05-05-2025 06:00:00",19.63,0.01,0.01,1480.58
350,"05-05-2025 06:30:00",19.66,0.01,0.01,1480.67
351,"05-05-2025 07:00:00",19.71,0.01,0.01,1480.86
352,"05-05-2025 07:30:00",19.77,0.01,0.01,1481.05
353,"05-05-2025 08:00:00",19.86,0.01,0.01,1481.32
354,"05-05-2025 08:30:00",19.98,0.01,0.01,1481.69
355,"05-05-2025 09:00:00",20.1,0.01,0.01,1482.06
356,"05-05-2025 09:30:00",20.25,0.01,0.01,1482.52
357,"05-05-2025 10:00:00",20.39,0.01,0.01,1482.97
358,"05-05-2025 10:30:00",20.54,0.01,0.01,1483.43
359,"05-05-2025 11:00:00",20.66,0.01,0.01,1483.79
360,"05-05-2025 11:30:00",20.78,0.01,0.01,1484.15
361,"05-05-2025 12:00:00",20.87,0.01,0.01,1484.42
362,"05-05-2025 12:30:00",20.98,0.01,0.01,1484.77
363,"05-05-2025 13:00:00",21.07,0.01,0.01,1485.04
364,"05-05-2025 13:30:00",21.13,0.01,0.01,1485.22
365,"05-05-2025 14:00:00",21.22,0.01,0.01,1485.49
366,"05-05-2025 14:30:00",21.28,0.01,0.01,1485.66
367,"05-05-2025 15:00:00",21.34,0.01,0.01,1485.84
368,"05-05-2025 15:30:00",21.39,0.01,0.01,1486.02
369,"05-05-2025 16:00:00",21.48,0.01,0.01,1486.28
370,"05-05-2025 16:30:00",21.54,0.01,0.01,1486.46
371,"05-05-2025 17:00:00",21.57,0.01,0.01,1486.54
372,"05-05-2025 17:30:00",21.66,0.01,0.01,1486.81
373,"05-05-2025 18:00:00",21.75,0.01,0.01,1487.07
374,"05-05-2025 18:30:00",21.86,0.01,0.01,1487.42
375,"05-05-2025 19:00:00",22.01,0.01,0.01,1487.85
376,"05-05-2025 19:30:00",22.13,0.01,0.01,1488.2
377,"05-05-2025 20:00:00",22.3,0.01,0.01,1488.71
378,"05-05-2025 20:30:00",22.45,0.01,0.01,1489.14
379,"05-05-2025 21:00:00",22.51,0.01,0.01,1489.31
380,"05-05-2025 21:30:00",22.48,0.01,0.01,1489.23
381,"05-05-2025 22:00:00",22.42,0.01,0.01,1489.06
382,"05-05-2025 22:30:00",22.27,0.01,0.01,1488.63
383,"05-05-2025 23:00:00",22.1,0.01,0.01,1488.11
384,"05-05-2025 23:30:00",21.92,0.01,0.01,1487.59
385,"06-05-2025 00:00:00",21.75,0.01,0.01,1487.07
386,"06-05-2025 00:30:00",21.57,0.01,0.01,1486.54
387,"06-05-2025 01:00:00",21.39,0.01,0.01,1486.02
388,"06-05-2025 01:30:00",21.22,0.01,0.01,1485.49
389,"06-05-2025 02:00:00",21.07,0.01,0.01,1485.04
390,"06-05-2025 02:30:00",20.92,0.01,0.01,1484.59
391,"06-05-2025 03:00:00",20.75,0.01,0.01,1484.06
392,"06-05-2025 03:30:00",20.63,0.01,0.01,1483.7
393,"06-05-2025 04:00:00",20.48,0.01,0.01,1483.24
394,"06-05-2025 04:30:00",20.36,0.01,0.01,1482.88
395,"06-05-2025 05:00:00",20.25,0.01,0.01,1482.52
396,"06-05-2025 05:30:00",20.16,0.01,0.01,1482.24
397,"06-05-2025 06:00:00",20.07,0.01,0.01,1481.97
398,"06-05-2025 06:30:00",20.04,0.01,0.01,1481.88
399,"06-05-2025 07:00:00",19.98,0.01,0.01,1481.69
400,"06-05-2025 07:30:00",19.98,0.01,0.01,1481.69
401,"06-05-2025 08:00:00",20.04,0.01,0.01,1481.88
402,"06-05-2025 08:30:00",20.13,0.01,0,1482.15
403,"06-05-2025 09:00:00",20.31,0.01,0.01,1482.7
404,"06-05-2025 09:30:00",20.57,0.01,0.01,1483.52
405,"06-05-2025 10:00:00",20.84,0.01,0.01,1484.33
406,"06-05-2025 10:30:00",21.13,0.01,0.01,1485.22
407,"06-05-2025 11:00:00",21.39,0.01,0.01,1486.02
408,"06-05-2025 11:30:00",21.66,0.01,0.01,1486.81
409,"06-05-2025 12:00:00",22.42,0.01,0.01,1489.06
410,"06-05-2025 12:30:00",22.83,0.01,0.01,1490.25
411,"06-05-2025 13:00:00",23.06,0.01,0.01,1490.92
412,"06-05-2025 13:30:00",23.21,0.01,0.01,1491.34
413,"06-05-2025 14:00:00",23.32,0.01,0.01,1491.68
414,"06-05-2025 14:30:00",23.38,0.01,0.01,1491.85
415,"06-05-2025 15:00:00",23.41,0.01,0.01,1491.93
416,"06-05-2025 15:30:00",23.41,0.01,0.01,1491.93
417,"06-05-2025 16:00:00",23.38,0.01,0.01,1491.85
418,"06-05-2025 16:30:00",23.35,0.01,0.01,1491.76
419,"06-05-2025 17:00:00",23.35,0.01,0.01,1491.76
420,"06-05-2025 17:30:00",23.38,0.01,0.01,1491.85
421,"06-05-2025 18:00:00",23.41,0.01,0.01,1491.93
