Plot Title: 21234320_surgenarrow,,,,
#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 21234320)",Stopped (LGR S/N: 21234320),End Of File (LGR S/N: 21234320)
136,2023-03-10 10:30,9.9,,
137,2023-03-10 10:40,10.78,,
138,2023-03-10 10:50,11.68,,
139,2023-03-10 11:00,12.61,,
140,2023-03-10 11:10,13.59,,
141,2023-03-10 11:20,14.49,,
142,2023-03-10 11:30,15.13,,
143,2023-03-10 11:40,15.53,,
144,2023-03-10 11:50,15.81,,
145,2023-03-10 12:00,16.11,,
146,2023-03-10 12:10,16.42,,
147,2023-03-10 12:20,16.73,,
148,2023-03-10 12:30,17.06,,
149,2023-03-10 12:40,17.58,,
150,2023-03-10 12:50,18.38,,
151,2023-03-10 13:00,19.42,,
152,2023-03-10 13:10,20.56,,
153,2023-03-10 13:20,21.77,,
154,2023-03-10 13:30,22.95,,
155,2023-03-10 13:40,24.04,,
156,2023-03-10 13:50,24.85,,
157,2023-03-10 14:00,25.21,,
158,2023-03-10 14:10,25.57,,
159,2023-03-10 14:20,26.13,,
160,2023-03-10 14:30,26.65,,
161,2023-03-10 14:40,26.75,,
162,2023-03-10 14:50,26.5,,
163,2023-03-10 15:00,26.24,,
164,2023-03-10 15:10,25.84,,
165,2023-03-10 15:20,25.46,,
166,2023-03-10 15:30,24.97,,
167,2023-03-10 15:40,24.17,,
168,2023-03-10 15:50,23.07,,
169,2023-03-10 16:00,21.85,,
170,2023-03-10 16:10,20.61,,
171,2023-03-10 16:20,19.4,,
172,2023-03-10 16:30,18.36,,
173,2023-03-10 16:40,17.49,,
174,2023-03-10 16:50,16.79,,
175,2023-03-10 17:00,16.19,,
176,2023-03-10 17:10,15.67,,
177,2023-03-10 17:20,15.19,,
178,2023-03-10 17:30,14.73,,
179,2023-03-10 17:40,14.32,,
180,2023-03-10 17:50,13.84,,
181,2023-03-10 18:00,13.44,,
182,2023-03-10 18:10,12.9,,
183,2023-03-10 18:20,12.16,,
184,2023-03-10 18:30,11.34,,
185,2023-03-10 18:40,10.64,,
186,2023-03-10 18:50,10.05,,
187,2023-03-10 19:00,9.56,,
188,2023-03-10 19:10,9.14,,
189,2023-03-10 19:20,8.85,,
190,2023-03-10 19:30,8.62,,
191,2023-03-10 19:40,8.66,,
192,2023-03-10 19:50,8.9,,
193,2023-03-10 20:00,9.22,,
194,2023-03-10 20:10,9.6,,
195,2023-03-10 20:20,9.95,,
196,2023-03-10 20:30,10.27,,
197,2023-03-10 20:40,10.58,,
198,2023-03-10 20:50,10.86,,
199,2023-03-10 21:00,11.11,,
200,2023-03-10 21:10,11.32,,
201,2023-03-10 21:20,11.51,,
202,2023-03-10 21:30,11.66,,
203,2023-03-10 21:40,11.81,,
204,2023-03-10 21:50,11.9,,
205,2023-03-10 22:00,12.01,,
206,2023-03-10 22:10,12.1,,
207,2023-03-10 22:20,12.15,,
208,2023-03-10 22:30,12.21,,
209,2023-03-10 22:40,12.27,,
210,2023-03-10 22:50,12.32,,
211,2023-03-10 23:00,12.38,,
212,2023-03-10 23:10,12.41,,
213,2023-03-10 23:20,12.46,,
214,2023-03-10 23:30,12.5,,
215,2023-03-10 23:40,12.53,,
216,2023-03-10 23:50,12.61,,
217,2023-03-11 0:00,12.69,,
218,2023-03-11 0:10,12.75,,
219,2023-03-11 0:20,12.85,,
220,2023-03-11 0:30,12.93,,
221,2023-03-11 0:40,13.02,,
222,2023-03-11 0:50,13.11,,
223,2023-03-11 1:00,13.22,,
224,2023-03-11 1:10,13.32,,
225,2023-03-11 1:20,13.4,,
226,2023-03-11 1:30,13.51,,
227,2023-03-11 1:40,13.58,,
228,2023-03-11 1:50,13.65,,
229,2023-03-11 2:00,13.74,,
230,2023-03-11 2:10,13.81,,
231,2023-03-11 2:20,13.89,,
232,2023-03-11 2:30,13.94,,
233,2023-03-11 2:40,13.96,,
234,2023-03-11 2:50,14.06,,
235,2023-03-11 3:00,14.06,,
236,2023-03-11 3:10,14.09,,
237,2023-03-11 3:20,14.11,,
238,2023-03-11 3:30,14.14,,
239,2023-03-11 3:40,14.12,,
240,2023-03-11 3:50,14.13,,
241,2023-03-11 4:00,14.13,,
242,2023-03-11 4:10,14.11,,
243,2023-03-11 4:20,14.11,,
244,2023-03-11 4:30,14.08,,
245,2023-03-11 4:40,14.05,,
246,2023-03-11 4:50,14,,
247,2023-03-11 5:00,13.97,,
248,2023-03-11 5:10,13.93,,
249,2023-03-11 5:20,13.88,,
250,2023-03-11 5:30,13.78,,
251,2023-03-11 5:40,13.75,,
252,2023-03-11 5:50,13.66,,
253,2023-03-11 6:00,13.59,,
254,2023-03-11 6:10,13.51,,
255,2023-03-11 6:20,13.38,,
256,2023-03-11 6:30,13.33,,
257,2023-03-11 6:40,13.25,,
258,2023-03-11 6:50,13.15,,
259,2023-03-11 7:00,13.09,,
260,2023-03-11 7:10,13.01,,
261,2023-03-11 7:20,12.91,,
262,2023-03-11 7:30,12.85,,
263,2023-03-11 7:40,12.72,,
264,2023-03-11 7:50,12.65,,
265,2023-03-11 8:00,12.57,,
266,2023-03-11 8:10,12.47,,
267,2023-03-11 8:20,12.41,,
268,2023-03-11 8:30,12.36,,
269,2023-03-11 8:40,12.3,,
270,2023-03-11 8:50,12.26,,
271,2023-03-11 9:00,12.21,,
272,2023-03-11 9:10,12.22,,
273,2023-03-11 9:20,12.23,,
274,2023-03-11 9:30,12.29,,
275,2023-03-11 9:40,12.36,,
276,2023-03-11 9:50,12.48,,
277,2023-03-11 10:00,12.57,,
278,2023-03-11 10:10,12.7,,
279,2023-03-11 10:20,12.8,,
280,2023-03-11 10:30,12.91,,
281,2023-03-11 10:40,13.02,,
282,2023-03-11 10:50,13.14,,
283,2023-03-11 11:00,13.26,,
284,2023-03-11 11:10,13.36,,
285,2023-03-11 11:20,13.5,,
286,2023-03-11 11:30,13.58,,
287,2023-03-11 11:40,13.68,,
288,2023-03-11 11:50,13.78,,
289,2023-03-11 12:00,13.88,,
290,2023-03-11 12:10,13.97,,
291,2023-03-11 12:20,14.09,,
292,2023-03-11 12:30,14.22,,
293,2023-03-11 12:40,14.38,,
294,2023-03-11 12:50,14.54,,
295,2023-03-11 13:00,14.69,,
296,2023-03-11 13:10,14.89,,
297,2023-03-11 13:20,15.09,,
298,2023-03-11 13:30,15.24,,
299,2023-03-11 13:40,15.42,,
300,2023-03-11 13:50,15.53,,
301,2023-03-11 14:00,15.66,,
302,2023-03-11 14:10,15.78,,
303,2023-03-11 14:20,15.87,,
304,2023-03-11 14:30,15.91,,
305,2023-03-11 14:40,15.99,,
306,2023-03-11 14:50,16.02,,
307,2023-03-11 15:00,16.05,,
308,2023-03-11 15:10,16.07,,
309,2023-03-11 15:20,16.08,,
310,2023-03-11 15:30,16.08,,
311,2023-03-11 15:40,16.05,,
312,2023-03-11 15:50,16.05,,
313,2023-03-11 16:00,16.03,,
314,2023-03-11 16:10,16.03,,
315,2023-03-11 16:20,16.01,,
316,2023-03-11 16:30,16,,
317,2023-03-11 16:40,15.96,,
318,2023-03-11 16:50,16.01,,
319,2023-03-11 17:00,15.99,,
320,2023-03-11 17:10,16.04,,
321,2023-03-11 17:20,16.05,,
322,2023-03-11 17:30,16.06,,
323,2023-03-11 17:40,16.1,,
324,2023-03-11 17:50,16.17,,
325,2023-03-11 18:00,16.24,,
326,2023-03-11 18:10,16.32,,
327,2023-03-11 18:20,16.4,,
328,2023-03-11 18:30,16.5,,
329,2023-03-11 18:40,16.6,,
330,2023-03-11 18:50,16.65,,
331,2023-03-11 19:00,16.75,,
332,2023-03-11 19:10,16.84,,
333,2023-03-11 19:20,16.88,,
334,2023-03-11 19:30,16.99,,
335,2023-03-11 19:40,17.04,,
336,2023-03-11 19:50,17.08,,
337,2023-03-11 20:00,17.09,,
338,2023-03-11 20:10,17.16,,
339,2023-03-11 20:20,17.17,,
340,2023-03-11 20:30,17.19,,
341,2023-03-11 20:40,17.2,,
342,2023-03-11 20:50,17.22,,
343,2023-03-11 21:00,17.21,,
344,2023-03-11 21:10,17.17,,
345,2023-03-11 21:20,17.14,,
346,2023-03-11 21:30,17.1,,
347,2023-03-11 21:40,17.04,,
348,2023-03-11 21:50,17,,
349,2023-03-11 22:00,16.93,,
350,2023-03-11 22:10,16.88,,
351,2023-03-11 22:20,16.79,,
352,2023-03-11 22:30,16.74,,
353,2023-03-11 22:40,16.64,,
354,2023-03-11 22:50,16.55,,
355,2023-03-11 23:00,16.45,,
356,2023-03-11 23:10,16.35,,
357,2023-03-11 23:20,16.25,,
358,2023-03-11 23:30,16.14,,
359,2023-03-11 23:40,16.03,,
360,2023-03-11 23:50,15.9,,
361,2023-03-12 0:00,15.78,,
362,2023-03-12 0:10,15.69,,
363,2023-03-12 0:20,15.54,,
364,2023-03-12 0:30,15.42,,
365,2023-03-12 0:40,15.31,,
366,2023-03-12 0:50,15.21,,
367,2023-03-12 1:00,15.1,,
368,2023-03-12 1:10,14.95,,
369,2023-03-12 1:20,14.85,,
370,2023-03-12 1:30,14.73,,
371,2023-03-12 1:40,14.64,,
372,2023-03-12 1:50,14.52,,
373,2023-03-12 2:00,14.38,,
374,2023-03-12 2:10,14.27,,
375,2023-03-12 2:20,14.17,,
376,2023-03-12 2:30,14.05,,
377,2023-03-12 2:40,13.96,,
378,2023-03-12 2:50,13.85,,
379,2023-03-12 3:00,13.75,,
380,2023-03-12 3:10,13.63,,
381,2023-03-12 3:20,13.52,,
382,2023-03-12 3:30,13.41,,
383,2023-03-12 3:40,13.34,,
384,2023-03-12 3:50,13.2,,
385,2023-03-12 4:00,13.11,,
386,2023-03-12 4:10,13.01,,
387,2023-03-12 4:20,12.91,,
388,2023-03-12 4:30,12.81,,
389,2023-03-12 4:40,12.71,,
390,2023-03-12 4:50,12.62,,
391,2023-03-12 5:00,12.53,,
392,2023-03-12 5:10,12.43,,
393,2023-03-12 5:20,12.35,,
394,2023-03-12 5:30,12.27,,
395,2023-03-12 5:40,12.15,,
396,2023-03-12 5:50,12.06,,
397,2023-03-12 6:00,11.99,,
398,2023-03-12 6:10,11.9,,
399,2023-03-12 6:20,11.82,,
400,2023-03-12 6:30,11.69,,
401,2023-03-12 6:40,11.62,,
402,2023-03-12 6:50,11.52,,
403,2023-03-12 7:00,11.45,,
404,2023-03-12 7:10,11.37,,
405,2023-03-12 7:20,11.27,,
406,2023-03-12 7:30,11.2,,
407,2023-03-12 7:40,11.14,,
408,2023-03-12 7:50,11.11,,
409,2023-03-12 8:00,11.12,,
410,2023-03-12 8:10,11.16,,
411,2023-03-12 8:20,11.24,,
412,2023-03-12 8:30,11.33,,
413,2023-03-12 8:40,11.43,,
414,2023-03-12 8:50,11.52,,
415,2023-03-12 9:00,11.64,,
416,2023-03-12 9:10,11.74,,
417,2023-03-12 9:20,11.93,,
418,2023-03-12 9:30,12.06,,
419,2023-03-12 9:40,12.2,,
420,2023-03-12 9:50,12.38,,
421,2023-03-12 10:00,12.48,,
422,2023-03-12 10:10,12.64,,
423,2023-03-12 10:20,12.76,,
424,2023-03-12 10:30,12.9,,
425,2023-03-12 10:40,13,,
426,2023-03-12 10:50,13.11,,
427,2023-03-12 11:00,13.24,,
428,2023-03-12 11:10,13.39,,
429,2023-03-12 11:20,13.54,,
430,2023-03-12 11:30,13.76,,
431,2023-03-12 11:40,13.99,,
432,2023-03-12 11:50,14.24,,
433,2023-03-12 12:00,14.52,,
434,2023-03-12 12:10,14.79,,
435,2023-03-12 12:20,15,,
436,2023-03-12 12:30,15.24,,
437,2023-03-12 12:40,15.43,,
438,2023-03-12 12:50,15.63,,
439,2023-03-12 13:00,15.76,,
440,2023-03-12 13:10,15.84,,
441,2023-03-12 13:20,15.96,,
442,2023-03-12 13:30,16.02,,
443,2023-03-12 13:40,16.12,,
444,2023-03-12 13:50,16.14,,
445,2023-03-12 14:00,16.22,,
446,2023-03-12 14:10,16.26,,
447,2023-03-12 14:20,16.26,,
448,2023-03-12 14:30,16.3,,
449,2023-03-12 14:40,16.28,,
450,2023-03-12 14:50,16.28,,
451,2023-03-12 15:00,16.24,,
452,2023-03-12 15:10,16.18,,
453,2023-03-12 15:20,16.16,,
454,2023-03-12 15:30,16.13,,
455,2023-03-12 15:40,16.11,,
456,2023-03-12 15:50,16.12,,
457,2023-03-12 16:00,16.12,,
458,2023-03-12 16:10,16.14,,
459,2023-03-12 16:20,16.17,,
460,2023-03-12 16:30,16.24,,
461,2023-03-12 16:40,16.28,,
462,2023-03-12 16:50,16.33,,
463,2023-03-12 17:00,16.33,,
464,2023-03-12 17:10,16.36,,
465,2023-03-12 17:20,16.39,,
466,2023-03-12 17:30,16.39,,
467,2023-03-12 17:40,16.39,,
468,2023-03-12 17:50,16.41,,
469,2023-03-12 18:00,16.42,,
470,2023-03-12 18:10,16.46,,
471,2023-03-12 18:20,16.49,,
472,2023-03-12 18:30,16.52,,
473,2023-03-12 18:40,16.54,,
474,2023-03-12 18:50,16.57,,
475,2023-03-12 19:00,16.56,,
476,2023-03-12 19:10,16.55,,
477,2023-03-12 19:20,16.54,,
478,2023-03-12 19:30,16.52,,
479,2023-03-12 19:40,16.55,,
480,2023-03-12 19:50,16.55,,
481,2023-03-12 20:00,16.5,,
482,2023-03-12 20:10,16.5,,
483,2023-03-12 20:20,16.49,,
484,2023-03-12 20:30,16.45,,
485,2023-03-12 20:40,16.45,,
486,2023-03-12 20:50,16.44,,
487,2023-03-12 21:00,16.44,,
488,2023-03-12 21:10,16.4,,
489,2023-03-12 21:20,16.36,,
490,2023-03-12 21:30,16.33,,
491,2023-03-12 21:40,16.29,,
492,2023-03-12 21:50,16.24,,
493,2023-03-12 22:00,16.17,,
494,2023-03-12 22:10,16.12,,
495,2023-03-12 22:20,16.04,,
496,2023-03-12 22:30,15.98,,
497,2023-03-12 22:40,15.9,,
498,2023-03-12 22:50,15.81,,
499,2023-03-12 23:00,15.74,,
500,2023-03-12 23:10,15.65,,
501,2023-03-12 23:20,15.57,,
502,2023-03-12 23:30,15.47,,
503,2023-03-12 23:40,15.38,,
504,2023-03-12 23:50,15.27,,
505,2023-03-13 0:00,15.17,,
506,2023-03-13 0:10,15.08,,
507,2023-03-13 0:20,15,,
508,2023-03-13 0:30,14.89,,
509,2023-03-13 0:40,14.8,,
510,2023-03-13 0:50,14.71,,
511,2023-03-13 1:00,14.58,,
512,2023-03-13 1:10,14.51,,
513,2023-03-13 1:20,14.36,,
514,2023-03-13 1:30,14.28,,
515,2023-03-13 1:40,14.2,,
516,2023-03-13 1:50,14.09,,
517,2023-03-13 2:00,14,,
518,2023-03-13 2:10,13.89,,
519,2023-03-13 2:20,13.81,,
520,2023-03-13 2:30,13.7,,
521,2023-03-13 2:40,13.62,,
522,2023-03-13 2:50,13.52,,
523,2023-03-13 3:00,13.41,,
524,2023-03-13 3:10,13.34,,
525,2023-03-13 3:20,13.23,,
526,2023-03-13 3:30,13.14,,
527,2023-03-13 3:40,13.04,,
528,2023-03-13 3:50,12.94,,
529,2023-03-13 4:00,12.9,,
530,2023-03-13 4:10,12.79,,
531,2023-03-13 4:20,12.67,,
532,2023-03-13 4:30,12.57,,
533,2023-03-13 4:40,12.51,,
534,2023-03-13 4:50,12.4,,
535,2023-03-13 5:00,12.31,,
536,2023-03-13 5:10,12.22,,
537,2023-03-13 5:20,12.12,,
538,2023-03-13 5:30,12.01,,
539,2023-03-13 5:40,11.91,,
540,2023-03-13 5:50,11.81,,
541,2023-03-13 6:00,11.72,,
542,2023-03-13 6:10,11.59,,
543,2023-03-13 6:20,11.47,,
544,2023-03-13 6:30,11.36,,
545,2023-03-13 6:40,11.22,,
546,2023-03-13 6:50,11.15,,
547,2023-03-13 7:00,11.02,,
548,2023-03-13 7:10,10.93,,
549,2023-03-13 7:20,10.83,,
550,2023-03-13 7:30,10.72,,
551,2023-03-13 7:40,10.62,,
552,2023-03-13 7:50,10.54,,
553,2023-03-13 8:00,10.44,,
554,2023-03-13 8:10,10.39,,
555,2023-03-13 8:20,10.31,,
556,2023-03-13 8:30,10.29,,
557,2023-03-13 8:40,10.34,,
558,2023-03-13 8:50,10.42,,
559,2023-03-13 9:00,10.55,,
560,2023-03-13 9:10,10.73,,
561,2023-03-13 9:20,10.97,,
562,2023-03-13 9:30,11.29,,
563,2023-03-13 9:40,11.68,,
564,2023-03-13 9:50,12.1,,
565,2023-03-13 10:00,12.49,,
566,2023-03-13 10:10,12.92,,
567,2023-03-13 10:20,13.34,,
568,2023-03-13 10:30,13.77,,
569,2023-03-13 10:40,14.13,,
570,2023-03-13 10:50,14.55,,
571,2023-03-13 11:00,14.95,,
572,2023-03-13 11:10,15.26,,
573,2023-03-13 11:20,15.52,,
574,2023-03-13 11:30,15.7,,
575,2023-03-13 11:40,15.86,,
576,2023-03-13 11:50,15.98,,
577,2023-03-13 12:00,16.13,,
578,2023-03-13 12:10,16.26,,
579,2023-03-13 12:20,16.41,,
580,2023-03-13 12:30,16.54,,
581,2023-03-13 12:40,16.62,,
582,2023-03-13 12:50,16.72,,
583,2023-03-13 13:00,16.72,,
584,2023-03-13 13:10,16.74,,
585,2023-03-13 13:20,16.73,,
586,2023-03-13 13:30,16.71,,
587,2023-03-13 13:40,16.65,,
588,2023-03-13 13:50,16.65,,
589,2023-03-13 14:00,16.67,,
590,2023-03-13 14:10,16.69,,
591,2023-03-13 14:20,16.65,,
592,2023-03-13 14:30,16.66,,
593,2023-03-13 14:40,16.66,,
594,2023-03-13 14:50,16.64,,
595,2023-03-13 15:00,16.59,,
596,2023-03-13 15:10,16.55,,
597,2023-03-13 15:20,16.51,,
598,2023-03-13 15:30,16.45,,
599,2023-03-13 15:40,16.37,,
600,2023-03-13 15:50,16.33,,
601,2023-03-13 16:00,16.24,,
602,2023-03-13 16:10,16.17,,
603,2023-03-13 16:20,16.07,,
604,2023-03-13 16:30,16.01,,
605,2023-03-13 16:40,15.9,,
606,2023-03-13 16:50,15.83,,
607,2023-03-13 17:00,15.76,,
608,2023-03-13 17:10,15.71,,
609,2023-03-13 17:20,15.69,,
610,2023-03-13 17:30,15.7,,
611,2023-03-13 17:40,15.71,,
612,2023-03-13 17:50,15.72,,
613,2023-03-13 18:00,15.73,,
614,2023-03-13 18:10,15.82,,
615,2023-03-13 18:20,15.83,,
616,2023-03-13 18:30,15.88,,
617,2023-03-13 18:40,15.91,,
618,2023-03-13 18:50,15.96,,
619,2023-03-13 19:00,16.04,,
620,2023-03-13 19:10,16.13,,
621,2023-03-13 19:20,16.24,,
622,2023-03-13 19:30,16.35,,
623,2023-03-13 19:40,16.46,,
624,2023-03-13 19:50,16.56,,
625,2023-03-13 20:00,16.62,,
626,2023-03-13 20:10,16.65,,
627,2023-03-13 20:20,16.65,,
628,2023-03-13 20:30,16.67,,
629,2023-03-13 20:40,16.74,,
630,2023-03-13 20:50,16.81,,
631,2023-03-13 21:00,16.9,,
632,2023-03-13 21:10,17,,
633,2023-03-13 21:20,17.13,,
634,2023-03-13 21:30,17.22,,
635,2023-03-13 21:40,17.3,,
636,2023-03-13 21:50,17.3,,
637,2023-03-13 22:00,17.31,,
638,2023-03-13 22:10,17.3,,
639,2023-03-13 22:20,17.25,,
640,2023-03-13 22:30,17.19,,
641,2023-03-13 22:40,17.11,,
642,2023-03-13 22:50,17,,
643,2023-03-13 23:00,16.91,,
644,2023-03-13 23:10,16.78,,
645,2023-03-13 23:20,16.67,,
646,2023-03-13 23:30,16.58,,
647,2023-03-13 23:40,16.42,,
648,2023-03-13 23:50,16.28,,
649,2023-03-14 0:00,16.16,,
650,2023-03-14 0:10,15.96,,
651,2023-03-14 0:20,15.82,,
652,2023-03-14 0:30,15.63,,
653,2023-03-14 0:40,15.46,,
654,2023-03-14 0:50,15.3,,
655,2023-03-14 1:00,15.12,,
656,2023-03-14 1:10,14.94,,
657,2023-03-14 1:20,14.74,,
658,2023-03-14 1:30,14.54,,
659,2023-03-14 1:40,14.39,,
660,2023-03-14 1:50,14.21,,
661,2023-03-14 2:00,14.03,,
662,2023-03-14 2:10,13.88,,
663,2023-03-14 2:20,13.69,,
664,2023-03-14 2:30,13.52,,
665,2023-03-14 2:40,13.37,,
666,2023-03-14 2:50,13.17,,
667,2023-03-14 3:00,13.02,,
668,2023-03-14 3:10,12.86,,
669,2023-03-14 3:20,12.67,,
670,2023-03-14 3:30,12.49,,
671,2023-03-14 3:40,12.32,,
672,2023-03-14 3:50,12.17,,
673,2023-03-14 4:00,11.99,,
674,2023-03-14 4:10,11.84,,
675,2023-03-14 4:20,11.66,,
676,2023-03-14 4:30,11.51,,
677,2023-03-14 4:40,11.36,,
678,2023-03-14 4:50,11.22,,
679,2023-03-14 5:00,11.09,,
680,2023-03-14 5:10,10.93,,
681,2023-03-14 5:20,10.78,,
682,2023-03-14 5:30,10.67,,
683,2023-03-14 5:40,10.55,,
684,2023-03-14 5:50,10.43,,
685,2023-03-14 6:00,10.33,,
686,2023-03-14 6:10,10.2,,
687,2023-03-14 6:20,10.08,,
688,2023-03-14 6:30,9.99,,
689,2023-03-14 6:40,9.88,,
690,2023-03-14 6:50,9.78,,
691,2023-03-14 7:00,9.69,,
692,2023-03-14 7:10,9.6,,
693,2023-03-14 7:20,9.51,,
694,2023-03-14 7:30,9.44,,
695,2023-03-14 7:40,9.35,,
696,2023-03-14 7:50,9.3,,
697,2023-03-14 8:00,9.26,,
698,2023-03-14 8:10,9.29,,
699,2023-03-14 8:20,9.29,,
700,2023-03-14 8:30,9.36,,
701,2023-03-14 8:40,9.48,,
702,2023-03-14 8:50,9.66,,
703,2023-03-14 9:00,9.83,,
704,2023-03-14 9:10,10.09,,
705,2023-03-14 9:20,10.37,,
706,2023-03-14 9:30,10.66,,
707,2023-03-14 9:40,10.93,,
708,2023-03-14 9:50,11.14,,
709,2023-03-14 10:00,11.34,,
710,2023-03-14 10:10,11.51,,
711,2023-03-14 10:20,11.69,,
712,2023-03-14 10:30,11.87,,
713,2023-03-14 10:40,12.08,,
714,2023-03-14 10:50,12.31,,
715,2023-03-14 11:00,12.52,,
716,2023-03-14 11:10,12.79,,
717,2023-03-14 11:20,13.07,,
718,2023-03-14 11:30,13.35,,
719,2023-03-14 11:40,13.61,,
720,2023-03-14 11:50,13.85,,
721,2023-03-14 12:00,14.12,,
722,2023-03-14 12:10,14.33,,
723,2023-03-14 12:20,14.51,,
724,2023-03-14 12:30,14.68,,
725,2023-03-14 12:40,14.87,,
726,2023-03-14 12:50,15.04,,
727,2023-03-14 13:00,15.23,,
728,2023-03-14 13:10,15.46,,
